user_id,challenge_id,completed,completion_date,completion_pct
28359f7fc700f9b9904a3b619c84022c7459,5,False,2025-06-07,60
28359f7fc700f9b9904a3b619c84022c7459,10,True,2025-06-01,100
ef9f2365f60ac8e2356e254c8c91488f7326,24,True,2025-05-07,100
ef9f2365f60ac8e2356e254c8c91488f7326,17,True,2025-05-27,100
ca13bee745eaeffb2c494385eeec9a475062,19,True,2025-05-12,100
ca13bee745eaeffb2c494385eeec9a475062,14,False,2025-05-20,10
ef9f2365f60ac8e2356e254c8c91488f6180,4,False,2025-06-07,0
ef9f2365f60ac8e2356e254c8c91488f6180,11,False,2025-05-09,67
ef9f2365f60ac8e2356e254c8c91488f5458,21,True,2025-06-12,100
ef9f2365f60ac8e2356e254c8c91488f5458,14,False,2025-05-24,15
ef9f2365f60ac8e2356e254c8c91488f5458,18,True,2025-05-30,100
28359f7fc700f9b9904a3b619c84022c2206,20,True,2025-05-22,100
28359f7fc700f9b9904a3b619c84022c2206,24,False,2025-05-07,50
28359f7fc700f9b9904a3b619c84022c17211,7,True,2025-05-27,100
28359f7fc700f9b9904a3b619c84022c17211,13,False,2025-05-14,67
28359f7fc700f9b9904a3b619c84022c17211,4,False,2025-05-17,33
28359f7fc700f9b9904a3b619c84022c13485,1,False,2025-05-22,0
28359f7fc700f9b9904a3b619c84022c13485,20,True,2025-05-23,100
28359f7fc700f9b9904a3b619c84022c13485,3,True,2025-05-12,100
28359f7fc700f9b9904a3b619c84022c13485,23,False,2025-05-18,20
28359f7fc700f9b9904a3b619c84022c17529,5,False,2025-05-25,60
28359f7fc700f9b9904a3b619c84022c17529,7,False,2025-05-18,38
a855c5c74458a07ac7301a1a8df5b7ed10094,14,False,2025-05-19,0
a855c5c74458a07ac7301a1a8df5b7ed10094,24,False,2025-06-01,50
a855c5c74458a07ac7301a1a8df5b7ed10094,3,True,2025-05-05,100
a855c5c74458a07ac7301a1a8df5b7ed10094,1,False,2025-05-22,10
ef9f2365f60ac8e2356e254c8c91488f5380,22,False,2025-06-10,86
ef9f2365f60ac8e2356e254c8c91488f5380,15,True,2025-05-30,100
28359f7fc700f9b9904a3b619c84022c9488,18,False,2025-05-08,0
28359f7fc700f9b9904a3b619c84022c9488,17,True,2025-05-01,100
28359f7fc700f9b9904a3b619c84022c9488,9,True,2025-05-06,100
ef9f2365f60ac8e2356e254c8c91488f9260,9,True,2025-05-23,100
ef9f2365f60ac8e2356e254c8c91488f9260,11,False,2025-05-18,0
ef9f2365f60ac8e2356e254c8c91488f9260,18,False,2025-05-18,0
ca13bee745eaeffb2c494385eeec9a4712740,2,False,2025-05-07,0
ca13bee745eaeffb2c494385eeec9a4712740,5,False,2025-06-14,80
33fa79e54690bc45beb83343f7e3c73013602,16,False,2025-05-12,29
33fa79e54690bc45beb83343f7e3c73013602,6,False,2025-05-12,20
33fa79e54690bc45beb83343f7e3c73013602,17,True,2025-05-11,100
33fa79e54690bc45beb83343f7e3c73013602,21,True,2025-06-07,100
a855c5c74458a07ac7301a1a8df5b7ed11343,17,True,2025-05-04,100
a855c5c74458a07ac7301a1a8df5b7ed11343,8,True,2025-05-31,100
a855c5c74458a07ac7301a1a8df5b7ed11343,15,False,2025-05-10,60
ca13bee745eaeffb2c494385eeec9a4712537,20,True,2025-05-13,100
ca13bee745eaeffb2c494385eeec9a4712537,17,True,2025-05-02,100
ef9f2365f60ac8e2356e254c8c91488f5801,8,True,2025-05-20,100
ef9f2365f60ac8e2356e254c8c91488f3554,10,False,2025-05-20,0
ef9f2365f60ac8e2356e254c8c91488f3554,2,False,2025-05-20,20
28359f7fc700f9b9904a3b619c84022c15662,23,False,2025-05-14,30
28359f7fc700f9b9904a3b619c84022c15662,12,True,2025-05-11,100
28359f7fc700f9b9904a3b619c84022c15662,3,True,2025-05-01,100
28359f7fc700f9b9904a3b619c84022c15662,24,False,2025-05-13,50
a855c5c74458a07ac7301a1a8df5b7ed6115,20,False,2025-06-04,33
a855c5c74458a07ac7301a1a8df5b7ed7098,3,False,2025-05-15,0
33fa79e54690bc45beb83343f7e3c73010669,7,False,2025-05-17,38
33fa79e54690bc45beb83343f7e3c73010669,4,True,2025-06-13,100
33fa79e54690bc45beb83343f7e3c73010669,13,True,2025-05-16,100
33fa79e54690bc45beb83343f7e3c73010669,23,False,2025-05-18,10
33fa79e54690bc45beb83343f7e3c73012333,14,False,2025-06-03,55
33fa79e54690bc45beb83343f7e3c73012333,19,False,2025-05-21,0
33fa79e54690bc45beb83343f7e3c73012333,15,False,2025-05-04,20
33fa79e54690bc45beb83343f7e3c73012333,3,True,2025-05-05,100
a855c5c74458a07ac7301a1a8df5b7ed4505,22,True,2025-06-02,100
a855c5c74458a07ac7301a1a8df5b7ed4505,10,False,2025-05-23,50
ca13bee745eaeffb2c494385eeec9a4713017,3,True,2025-05-08,100
ca13bee745eaeffb2c494385eeec9a4713017,21,True,2025-05-29,100
33fa79e54690bc45beb83343f7e3c73013107,5,False,2025-05-21,20
33fa79e54690bc45beb83343f7e3c73013107,8,True,2025-06-13,100
ef9f2365f60ac8e2356e254c8c91488f6772,8,True,2025-05-16,100
ef9f2365f60ac8e2356e254c8c91488f6772,5,False,2025-06-02,20
28359f7fc700f9b9904a3b619c84022c18319,13,False,2025-05-24,33
28359f7fc700f9b9904a3b619c84022c18319,12,True,2025-05-28,100
28359f7fc700f9b9904a3b619c84022c18319,23,True,2025-05-27,100
28359f7fc700f9b9904a3b619c84022c18319,15,True,2025-05-06,100
28359f7fc700f9b9904a3b619c84022c15219,12,True,2025-05-19,100
28359f7fc700f9b9904a3b619c84022c15219,14,False,2025-05-23,10
28359f7fc700f9b9904a3b619c84022c15219,2,False,2025-05-08,40
ca13bee745eaeffb2c494385eeec9a473902,10,False,2025-06-06,50
ef9f2365f60ac8e2356e254c8c91488f7901,24,False,2025-06-06,0
ef9f2365f60ac8e2356e254c8c91488f7901,9,True,2025-05-27,100
ef9f2365f60ac8e2356e254c8c91488f7901,8,True,2025-05-07,100
ef9f2365f60ac8e2356e254c8c91488f7824,5,False,2025-06-08,0
ef9f2365f60ac8e2356e254c8c91488f7824,15,False,2025-05-18,80
ca13bee745eaeffb2c494385eeec9a4712546,5,False,2025-05-21,0
28359f7fc700f9b9904a3b619c84022c12282,12,True,2025-05-24,100
28359f7fc700f9b9904a3b619c84022c12282,13,False,2025-05-19,67
ef9f2365f60ac8e2356e254c8c91488f5245,5,False,2025-05-15,20
ef9f2365f60ac8e2356e254c8c91488f5245,11,True,2025-06-03,100
ef9f2365f60ac8e2356e254c8c91488f5245,6,False,2025-05-29,80
a855c5c74458a07ac7301a1a8df5b7ed9660,6,False,2025-05-18,40
a855c5c74458a07ac7301a1a8df5b7ed9660,13,True,2025-05-19,100
1d40882bc4bd32e41d71d18381755f9316048,10,False,2025-05-18,50
1d40882bc4bd32e41d71d18381755f9316048,14,False,2025-05-18,10
1d40882bc4bd32e41d71d18381755f9316048,17,True,2025-05-07,100
ef9f2365f60ac8e2356e254c8c91488f4952,6,False,2025-05-21,0
ef9f2365f60ac8e2356e254c8c91488f4952,1,False,2025-05-31,10
ef9f2365f60ac8e2356e254c8c91488f4952,13,False,2025-05-15,0
ef9f2365f60ac8e2356e254c8c91488f4952,22,False,2025-05-26,57
33fa79e54690bc45beb83343f7e3c7309572,12,True,2025-05-24,100
33fa79e54690bc45beb83343f7e3c7309572,1,False,2025-06-04,20
ef9f2365f60ac8e2356e254c8c91488f7321,1,False,2025-05-09,10
ef9f2365f60ac8e2356e254c8c91488f7321,23,False,2025-06-13,80
ef9f2365f60ac8e2356e254c8c91488f7321,4,False,2025-05-21,0
ef9f2365f60ac8e2356e254c8c91488f7124,13,True,2025-05-09,100
ef9f2365f60ac8e2356e254c8c91488f7124,7,True,2025-05-30,100
1d40882bc4bd32e41d71d18381755f9315556,6,False,2025-05-30,40
ef9f2365f60ac8e2356e254c8c91488f9106,18,True,2025-05-04,100
ef9f2365f60ac8e2356e254c8c91488f9106,23,False,2025-06-01,40
33fa79e54690bc45beb83343f7e3c73011987,12,True,2025-05-26,100
33fa79e54690bc45beb83343f7e3c73011987,16,False,2025-05-19,29
ef9f2365f60ac8e2356e254c8c91488f735,22,False,2025-05-13,29
ef9f2365f60ac8e2356e254c8c91488f735,16,False,2025-05-08,57
ca13bee745eaeffb2c494385eeec9a4712761,18,True,2025-05-31,100
ca13bee745eaeffb2c494385eeec9a4712761,7,False,2025-05-16,0
ef9f2365f60ac8e2356e254c8c91488f8856,20,True,2025-05-15,100
ef9f2365f60ac8e2356e254c8c91488f8856,22,True,2025-05-28,100
ef9f2365f60ac8e2356e254c8c91488f8856,16,False,2025-06-06,14
28359f7fc700f9b9904a3b619c84022c6426,17,True,2025-05-13,100
28359f7fc700f9b9904a3b619c84022c6426,13,False,2025-06-04,0
28359f7fc700f9b9904a3b619c84022c6426,16,False,2025-05-24,71
ef9f2365f60ac8e2356e254c8c91488f5036,24,False,2025-05-20,50
ef9f2365f60ac8e2356e254c8c91488f5036,12,True,2025-05-16,100
ef9f2365f60ac8e2356e254c8c91488f5036,16,False,2025-05-20,0
ef9f2365f60ac8e2356e254c8c91488f5036,13,True,2025-06-02,100
1d40882bc4bd32e41d71d18381755f9315199,1,False,2025-05-21,20
1d40882bc4bd32e41d71d18381755f9315199,20,True,2025-05-31,100
1d40882bc4bd32e41d71d18381755f9315199,22,True,2025-06-03,100
1d40882bc4bd32e41d71d18381755f9316206,18,True,2025-05-30,100
1d40882bc4bd32e41d71d18381755f9316206,15,False,2025-06-06,20
1d40882bc4bd32e41d71d18381755f9315602,11,False,2025-05-23,33
1d40882bc4bd32e41d71d18381755f9315602,1,False,2025-05-22,30
ca13bee745eaeffb2c494385eeec9a4712627,16,False,2025-05-05,0
ca13bee745eaeffb2c494385eeec9a4712627,13,False,2025-05-15,0
ca13bee745eaeffb2c494385eeec9a4712627,8,True,2025-05-05,100
ca13bee745eaeffb2c494385eeec9a4712627,22,False,2025-05-11,43
ef9f2365f60ac8e2356e254c8c91488f6508,9,True,2025-05-12,100
ef9f2365f60ac8e2356e254c8c91488f6508,22,False,2025-06-05,43
33fa79e54690bc45beb83343f7e3c73011445,20,False,2025-06-07,67
33fa79e54690bc45beb83343f7e3c73011445,18,True,2025-05-04,100
33fa79e54690bc45beb83343f7e3c73011445,4,False,2025-05-18,33
33fa79e54690bc45beb83343f7e3c73011445,8,True,2025-05-04,100
28359f7fc700f9b9904a3b619c84022c12433,20,True,2025-05-17,100
28359f7fc700f9b9904a3b619c84022c12433,14,False,2025-06-02,50
ef9f2365f60ac8e2356e254c8c91488f7391,19,False,2025-05-31,0
ef9f2365f60ac8e2356e254c8c91488f7391,11,False,2025-06-05,67
ef9f2365f60ac8e2356e254c8c91488f7391,14,False,2025-06-13,35
ef9f2365f60ac8e2356e254c8c91488f7391,23,False,2025-05-27,30
1d40882bc4bd32e41d71d18381755f9315126,9,True,2025-05-20,100
1d40882bc4bd32e41d71d18381755f9315126,12,True,2025-05-21,100
1d40882bc4bd32e41d71d18381755f9315126,8,True,2025-05-28,100
ca13bee745eaeffb2c494385eeec9a4712917,7,False,2025-05-26,25
ca13bee745eaeffb2c494385eeec9a4712917,21,True,2025-05-29,100
ca13bee745eaeffb2c494385eeec9a4712917,15,False,2025-06-02,60
ef9f2365f60ac8e2356e254c8c91488f7481,21,True,2025-05-25,100
ef9f2365f60ac8e2356e254c8c91488f7481,9,True,2025-06-05,100
28359f7fc700f9b9904a3b619c84022c15182,8,True,2025-05-20,100
28359f7fc700f9b9904a3b619c84022c15182,5,False,2025-05-20,40
28359f7fc700f9b9904a3b619c84022c15182,15,False,2025-05-13,60
ef9f2365f60ac8e2356e254c8c91488f6900,22,True,2025-05-22,100
ef9f2365f60ac8e2356e254c8c91488f6900,12,True,2025-05-07,100
ca13bee745eaeffb2c494385eeec9a4713130,10,True,2025-05-05,100
ca13bee745eaeffb2c494385eeec9a4713130,14,False,2025-05-27,10
ca13bee745eaeffb2c494385eeec9a4713130,16,False,2025-05-17,71
1d40882bc4bd32e41d71d18381755f933521,23,True,2025-05-25,100
1d40882bc4bd32e41d71d18381755f933521,5,False,2025-05-22,60
28359f7fc700f9b9904a3b619c84022c17253,1,False,2025-05-14,0
28359f7fc700f9b9904a3b619c84022c17253,15,False,2025-05-20,40
33fa79e54690bc45beb83343f7e3c73012524,1,False,2025-05-30,0
33fa79e54690bc45beb83343f7e3c73012524,3,True,2025-05-14,100
33fa79e54690bc45beb83343f7e3c73012524,8,True,2025-05-26,100
33fa79e54690bc45beb83343f7e3c73012524,14,False,2025-06-12,60
1d40882bc4bd32e41d71d18381755f9315033,4,False,2025-05-17,67
1d40882bc4bd32e41d71d18381755f9315033,3,False,2025-05-16,0
ca13bee745eaeffb2c494385eeec9a4712806,21,True,2025-06-04,100
ca13bee745eaeffb2c494385eeec9a4712806,7,True,2025-06-01,100
28359f7fc700f9b9904a3b619c84022c16576,22,True,2025-05-15,100
28359f7fc700f9b9904a3b619c84022c16576,10,False,2025-05-17,50
28359f7fc700f9b9904a3b619c84022c16576,23,True,2025-05-26,100
a855c5c74458a07ac7301a1a8df5b7ed9778,2,False,2025-05-21,0
a855c5c74458a07ac7301a1a8df5b7ed9778,1,False,2025-05-08,10
1d40882bc4bd32e41d71d18381755f9315093,1,False,2025-05-17,0
1d40882bc4bd32e41d71d18381755f9315093,21,False,2025-05-20,7
1d40882bc4bd32e41d71d18381755f9315093,12,False,2025-05-19,0
28359f7fc700f9b9904a3b619c84022c10928,17,True,2025-05-04,100
1d40882bc4bd32e41d71d18381755f9316290,4,False,2025-05-25,67
1d40882bc4bd32e41d71d18381755f9316290,5,False,2025-06-10,20
1d40882bc4bd32e41d71d18381755f9313488,17,True,2025-05-09,100
1d40882bc4bd32e41d71d18381755f9313488,11,False,2025-05-24,67
33fa79e54690bc45beb83343f7e3c73011768,10,False,2025-06-12,50
33fa79e54690bc45beb83343f7e3c73011768,19,True,2025-06-08,100
33fa79e54690bc45beb83343f7e3c73011768,18,True,2025-05-08,100
33fa79e54690bc45beb83343f7e3c73011768,21,True,2025-05-21,100
28359f7fc700f9b9904a3b619c84022c14819,3,True,2025-05-16,100
28359f7fc700f9b9904a3b619c84022c14819,14,True,2025-06-01,100
28359f7fc700f9b9904a3b619c84022c14819,24,False,2025-05-15,0
ca13bee745eaeffb2c494385eeec9a4712409,14,False,2025-06-06,70
ca13bee745eaeffb2c494385eeec9a4712409,9,True,2025-05-11,100
ca13bee745eaeffb2c494385eeec9a4712409,5,False,2025-06-08,0
28359f7fc700f9b9904a3b619c84022c18238,8,False,2025-06-05,0
28359f7fc700f9b9904a3b619c84022c18238,17,True,2025-05-19,100
33fa79e54690bc45beb83343f7e3c73011985,8,True,2025-06-05,100
33fa79e54690bc45beb83343f7e3c73011985,23,True,2025-05-22,100
33fa79e54690bc45beb83343f7e3c73011985,3,True,2025-05-06,100
28359f7fc700f9b9904a3b619c84022c14946,23,False,2025-06-02,10
28359f7fc700f9b9904a3b619c84022c14946,16,False,2025-06-03,0
28359f7fc700f9b9904a3b619c84022c14946,21,False,2025-05-14,7
28359f7fc700f9b9904a3b619c84022c14946,7,False,2025-05-24,12
